,ITEMNO,DESC1,DESC2,SEARCHTEXT,STOCKINGTYPE,TYPECONVERSION,ITEMCONVERTI,DESC1_1,DESC2_1,SEARCHTEXT_1,STOCKINGTYPE_1
13794,24102227                 ,WASHER;SPRING LOCK            ,"0.313""                        ",[SS.304]                      ,B,2,24101224                 ,WASHER;SPRING LOCK            ,M8                            ,ZINC PLATED                   ,P
13796,24102227                 ,WASHER;SPRING LOCK            ,"0.313""                        ",[SS.304]                      ,B,4,24104850                 ,WASHER;SPRING LOCK            ,M8                            ,[SS.304]                      ,B
13798,24102227                 ,WASHER;SPRING LOCK            ,"0.313""                        ",[SS.304]                      ,B,6,182740                   ,WASHER;SPRING LOCK            ,M8                            ,[SS.316]                      ,P
13800,24102228                 ,HEX.NYLON INSERT LOCKNUT      ,#8-32UNC                      ,[SS.304]                      ,P,2,24101496                 ,HEX.NYLON INSERT LOCKNUT      ,M4-0.70                       ,ZINC PLATED [CL8.8]           ,B
13802,24103224                 ,HEX.NYLON INSERT LOCKNUT      ,1/4-20UNC                     ,[SS.304]                      ,P,2,24101501                 ,HEX.NYLON INSERT LOCKNUT      ,M6-1.00                       ,ZINC PLATED [CL8.8]           ,B
13804,24103224                 ,HEX.NYLON INSERT LOCKNUT      ,1/4-20UNC                     ,[SS.304]                      ,P,4,24104833                 ,HEX.NYLON INSERT LOCKNUT      ,M6-1.00                       ,[SS.304]                      ,P
13806,24103224                 ,HEX.NYLON INSERT LOCKNUT      ,1/4-20UNC                     ,[SS.304]                      ,P,6,182692                   ,HEX.NYLON INSERT LOCKNUT      ,M6-1.00                       ,[SS.316]                      ,P
13808,24103225                 ,HEX.NYLON INSERT LOCKNUT      ,5/16-18UNC                    ,[SS.304]                      ,P,2,24101502                 ,HEX.NYLON INSERT LOCKNUT      ,M8-1.25                       ,ZINC PLATED [CL8.8]           ,B
13810,24103225                 ,HEX.NYLON INSERT LOCKNUT      ,5/16-18UNC                    ,[SS.304]                      ,P,4,24104836                 ,HEX.NYLON INSERT LOCKNUT      ,M8-1.25                       ,[SS.304]                      ,P
13812,24103225                 ,HEX.NYLON INSERT LOCKNUT      ,5/16-18UNC                    ,[SS.304]                      ,P,6,182693                   ,HEX.NYLON INSERT LOCKNUT      ,M8-1.25                       ,[SS.316]                      ,P
13814,24103226                 ,HEX.NYLON INSERT LOCKNUT      ,3/8-16UNC                     ,[SS.304]                      ,P,2,24104102                 ,HEX.NYLON INSERT LOCKNUT      ,M10-1.50                      ,ZINC PLATED [CL8.8]           ,B
13816,24103226                 ,HEX.NYLON INSERT LOCKNUT      ,3/8-16UNC                     ,[SS.304]                      ,P,4,24104834                 ,HEX.NYLON INSERT LOCKNUT      ,M10-1.50                      ,[SS.304]                      ,P
13818,24103226                 ,HEX.NYLON INSERT LOCKNUT      ,3/8-16UNC                     ,[SS.304]                      ,P,6,182686                   ,HEX.NYLON INSERT LOCKNUT      ,M10-1.50                      ,[SS.316]                      ,P
13820,24103227                 ,HEX.NYLON INSERT LOCKNUT      ,7/16-14UNC                    ,[SS.304]                      ,P,2,24104102                 ,HEX.NYLON INSERT LOCKNUT      ,M10-1.50                      ,ZINC PLATED [CL8.8]           ,B
13822,24103227                 ,HEX.NYLON INSERT LOCKNUT      ,7/16-14UNC                    ,[SS.304]                      ,P,4,24104834                 ,HEX.NYLON INSERT LOCKNUT      ,M10-1.50                      ,[SS.304]                      ,P
13824,24103227                 ,HEX.NYLON INSERT LOCKNUT      ,7/16-14UNC                    ,[SS.304]                      ,P,6,182686                   ,HEX.NYLON INSERT LOCKNUT      ,M10-1.50                      ,[SS.316]                      ,P
13826,24103228                 ,HEX.NYLON INSERT LOCKNUT      ,1/2-13UNC                     ,[SS.304]                      ,P,2,24103897                 ,HEX.NYLON INSERT LOCKNUT      ,M12-1.75                      ,ZINC PLATED [CL8.8]           ,B
13828,24103228                 ,HEX.NYLON INSERT LOCKNUT      ,1/2-13UNC                     ,[SS.304]                      ,P,4,24104832                 ,HEX.NYLON INSERT LOCKNUT      ,M12-1.75                      ,[SS.304]                      ,P
13830,24103228                 ,HEX.NYLON INSERT LOCKNUT      ,1/2-13UNC                     ,[SS.304]                      ,P,6,182687                   ,HEX.NYLON INSERT LOCKNUT      ,M12-1.75                      ,[SS.316]                      ,B
13832,24103229                 ,HEX.NYLON INSERT LOCKNUT      ,3/4-10UNC                     ,[SS.304]                      ,P,2,24104532                 ,HEX.NYLON INSERT LOCKNUT      ,M20-2.50                      ,ZINC PLATED [CL8.8]           ,B
13834,24103229                 ,HEX.NYLON INSERT LOCKNUT      ,3/4-10UNC                     ,[SS.304]                      ,P,4,24104884                 ,HEX.NYLON INSERT LOCKNUT      ,M20-2.50                      ,[SS.304]                      ,P
13836,24103229                 ,HEX.NYLON INSERT LOCKNUT      ,3/4-10UNC                     ,[SS.304]                      ,P,6,182689                   ,HEX.NYLON INSERT LOCKNUT      ,M20-2.50                      ,[SS.316]                      ,P
13838,24103259                 ,HEX.SOC.FH.CAP SCREW          ,"3/8-16UNC X 3.000""            ",ZINC PLATED [A574]            ,B,2,185746                   ,HEX.SOC.FH.CAP SCREW          ,M10-1.50 X 75MM               ,ZINC PLATED [CL8.8]           ,B
13840,24103259                 ,HEX.SOC.FH.CAP SCREW          ,"3/8-16UNC X 3.000""            ",ZINC PLATED [A574]            ,B,4,185745                   ,HEX.SOC.FH.CAP SCREW          ,M10-1.50 X 75MM               ,[SS.304]                      ,B
13844,24103265                 ,HEX.SOC.FH.CAP SCREW          ,"3/8-16UNC X 3.500""            ",[SS.304]                      ,P,2,108469                   ,HEX.SOC.FH.CAP SCREW          ,M10-1.50 X 90MM               ,ZINC PLATED [CL8.8]           ,B
13846,24103265                 ,HEX.SOC.FH.CAP SCREW          ,"3/8-16UNC X 3.500""            ",[SS.304]                      ,P,4,185747                   ,HEX.SOC.FH.CAP SCREW          ,M10-1.50 X 90MM               ,[SS.304]                      ,B
13848,24103265                 ,HEX.SOC.FH.CAP SCREW          ,"3/8-16UNC X 3.500""            ",[SS.304]                      ,P,6,182709                   ,HEX.SOC.FH.CAP SCREW          ,M10-1.50 X 90MM               ,[SS.316]                      ,P
13955,24102228                 ,HEX.NYLON INSERT LOCKNUT      ,#8-32UNC                      ,[SS.304]                      ,P,4,24104837                 ,HEX.NYLON INSERT LOCKNUT      ,M4-0.70                       ,[SS.304]                      ,P
13957,24102228                 ,HEX.NYLON INSERT LOCKNUT      ,#8-32UNC                      ,[SS.304]                      ,P,6,182690                   ,HEX.NYLON INSERT LOCKNUT      ,M4-0.70                       ,[SS.316]                      ,P
13961,24102229                 ,HEX.SOC.CAP SCREW             ,"1/2-13UNC X 1.500""            ",ZINC PLATED [A574]            ,B,4,24104873                 ,HEX.SOC.CAP SCREW             ,M12-1.75 X 35MM               ,[SS.304]                      ,P
13965,24102230                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 2.000""            ",[SS.304]                      ,P,2,24104498                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 50MM                ,ZINC PLATED [CL8.8]           ,B
13967,24102230                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 2.000""            ",[SS.304]                      ,P,4,24104784                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 50MM                ,[SS.304]                      ,P
13971,24102245                 ,HEX.SOC.FH.CAP SCREW          ,"#10-24UNC X 1.250""            ",ZINC PLATED [A574]            ,B,2,185759                   ,HEX.SOC.FH.CAP SCREW          ,M5-0.80 X 30MM                ,ZINC PLATED [CL8.8]           ,B
13973,24102245                 ,HEX.SOC.FH.CAP SCREW          ,"#10-24UNC X 1.250""            ",ZINC PLATED [A574]            ,B,4,185758                   ,HEX.SOC.FH.CAP SCREW          ,M5-0.80 X 30MM                ,[SS.304]                      ,B
13977,24102247                 ,HEX.JAM NUT                   ,3/8-16UNC                     ,ZINC PLATED [GR.5]            ,P,2,24104527                 ,HEX.JAM NUT                   ,M10-1.50                      ,ZINC PLATED [CL8.8]           ,P
13979,24102247                 ,HEX.JAM NUT                   ,3/8-16UNC                     ,ZINC PLATED [GR.5]            ,P,4,185638                   ,HEX.JAM NUT                   ,M10-1.50                      ,[SS.304]                      ,B
13981,24102247                 ,HEX.JAM NUT                   ,3/8-16UNC                     ,ZINC PLATED [GR.5]            ,P,6,182678                   ,HEX.JAM NUT                   ,M10-1.50                      ,[SS.316]                      ,P
14009,24103285                 ,HEX.SOC.FH.CAP SCREW          ,"1/2-13UNC X 2.750""            ",ZINC PLATED [A574]            ,P,2,185754                   ,HEX.SOC.FH.CAP SCREW          ,M12-1.75 X 70MM               ,ZINC PLATED [CL8.8]           ,B
14011,24103285                 ,HEX.SOC.FH.CAP SCREW          ,"1/2-13UNC X 2.750""            ",ZINC PLATED [A574]            ,P,4,185753                   ,HEX.SOC.FH.CAP SCREW          ,M12-1.75 X 70MM               ,[SS.304]                      ,B
14015,24103288                 ,HEX.SOC.FH.CAP SCREW          ,"5/16-18UNC X 2.500""           ",ZINC PLATED [A574]            ,P,2,300390                   ,HEX.SOC.FH.CAP SCREW          ,M8-1.25 X 60MM                ,ZINC PLATED [CL8.8]           ,P
14017,24103288                 ,HEX.SOC.FH.CAP SCREW          ,"5/16-18UNC X 2.500""           ",ZINC PLATED [A574]            ,P,4,185783                   ,HEX.SOC.FH.CAP SCREW          ,M8-1.25 X 60MM                ,[SS.304]                      ,B
14027,24103305                 ,HEX.SOC.FH.CAP SCREW          ,"5/16-18UNC X 3.000""           ",ZINC PLATED [A574]            ,P,2,185785                   ,HEX.SOC.FH.CAP SCREW          ,M8-1.25 X 75MM                ,ZINC PLATED [CL8.8]           ,B
14029,24103305                 ,HEX.SOC.FH.CAP SCREW          ,"5/16-18UNC X 3.000""           ",ZINC PLATED [A574]            ,P,4,185784                   ,HEX.SOC.FH.CAP SCREW          ,M8-1.25 X 75MM                ,[SS.304]                      ,B
14045,24103363                 ,HEX.SOC.BUT.HD.CAP SCREW      ,"1/4-20UNC X 0.750""            ",[SS.304]                      ,P,2,220410                   ,HEX.SOC.BUT.HD.CAP SCREW      ,M6-1.00 X 20MM                ,ZINC PLATED                   ,B
14047,24103363                 ,HEX.SOC.BUT.HD.CAP SCREW      ,"1/4-20UNC X 0.750""            ",[SS.304]                      ,P,4,185665                   ,HEX.SOC.BUT.HD.CAP SCREW      ,M6-1.00 X 20MM                ,[SS.304]                      ,B
14051,24103381                 ,HEX.NYLON INSERT LOCKNUT      ,#10-24UNC                     ,ZINC PLATED                   ,B,2,24104331                 ,HEX.NYLON INSERT LOCKNUT      ,M5-0.80                       ,ZINC PLATED [CL8.8]           ,B
14053,24103381                 ,HEX.NYLON INSERT LOCKNUT      ,#10-24UNC                     ,ZINC PLATED                   ,B,4,24104534                 ,HEX.NYLON INSERT LOCKNUT      ,M5-0.80                       ,[SS.304]                      ,P
14055,24103381                 ,HEX.NYLON INSERT LOCKNUT      ,#10-24UNC                     ,ZINC PLATED                   ,B,6,182691                   ,HEX.NYLON INSERT LOCKNUT      ,M5-0.80                       ,[SS.316]                      ,P
14166,24102284                 ,HEX.HD.CAP SCREW-FULL THD.    ,"1/4-20UNC X 1.250""            ",ZINC PLATED [GR.5]            ,P,2,185628                   ,HEX.HD.CAP SCREW-FULL THD.    ,M6-1.00 X 30MM                ,ZINC PLATED [CL8.8]           ,B
14172,24102290                 ,HEX.NYLON INSERT LOCKNUT      ,5/8-11UNC                     ,[SS.304]                      ,P,2,24102976                 ,HEX.NYLON INSERT LOCKNUT      ,M16-2.00                      ,ZINC PLATED [CL8.8]           ,B
14174,24102290                 ,HEX.NYLON INSERT LOCKNUT      ,5/8-11UNC                     ,[SS.304]                      ,P,4,24104835                 ,HEX.NYLON INSERT LOCKNUT      ,M16-2.00                      ,[SS.304]                      ,P
14176,24102290                 ,HEX.NYLON INSERT LOCKNUT      ,5/8-11UNC                     ,[SS.304]                      ,P,6,182688                   ,HEX.NYLON INSERT LOCKNUT      ,M16-2.00                      ,[SS.316]                      ,P
14184,24102292                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 2.000""            ",[SS.304]                      ,P,2,24101318                 ,HEX.HD.CAP SCREW              ,M12-1.75 X 50MM               ,ZINC PLATED [CL8.8]           ,B
14186,24102292                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 2.000""            ",[SS.304]                      ,P,4,24104924                 ,HEX.HD.CAP SCREW              ,M12-1.75 X 50MM               ,[SS.304]                      ,P
14188,24102292                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 2.000""            ",[SS.304]                      ,P,6,182647                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 50MM               ,[SS.316]                      ,P
14190,24102293                 ,HEX.HD.CAP SCREW              ,"7/16-14UNC X 3.500""           ",[SS.304]                      ,P,2,24102253                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 90MM               ,ZINC PLATED [CL8.8]           ,P
14192,24102293                 ,HEX.HD.CAP SCREW              ,"7/16-14UNC X 3.500""           ",[SS.304]                      ,P,4,185550                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 90MM               ,[SS.304]                      ,B
14196,24102302                 ,SQ.HD.SET SCREW CUP POINT     ,"3/8-16UNC X 1.250""            ",[SS.304]                      ,P,2,24104619                 ,SQ.HD.SET SCREW CUP POINT     ,M10-1.50 X 30MM               ,ZINC PLATED                   ,P
14202,24102303                 ,HEX.SOC.CAP SCREW             ,"3/8-16UNC X 3.250""            ",ZINC PLATED [A574]            ,P,2,24104615                 ,HEX.SOC.CAP SCREW             ,M10-1.50 X 80MM               ,ZINC PLATED [CL8.8]           ,P
14204,24102303                 ,HEX.SOC.CAP SCREW             ,"3/8-16UNC X 3.250""            ",ZINC PLATED [A574]            ,P,4,185685                   ,HEX.SOC.CAP SCREW             ,M10-1.50 X 80MM               ,[SS.304]                      ,B
14208,24102304                 ,SQ.HD.SET SCREW CUP POINT     ,"3/8-16UNC X 1.000""            ",[SS.304]                      ,P,2,24104620                 ,SQ.HD.SET SCREW CUP POINT     ,M10-1.50 X 25MM               ,ZINC PLATED                   ,P
